Book Name,Author,Rating,Number of Reviews,Price
"Memory Rescue: Supercharge Your Brain, Reverse Memory Loss, and Remember What Matters Most",M.D. Daniel G. Amen,4.4,480.0,938
"Pandemic: The Extinction Files, Book 1",A. G. Riddle,4.3,2204.0,1338
"Never Say Die: Alex Rider, Book 11",Anthony Horowitz,4.7,469.0,1063
You Can Farm: The Entrepreneur's Guide to Start & Succeed in a Farming Enterprise,Joel Salatin,4.7,344.0,836
DareDreamers: A Start-up of Superheroes,Kartik Sharma,4.2,531.0,668
Dumb Witness (Dramatised),Agatha Christie,4.6,23.0,342
Doctor Who: Eleventh Doctor Tales: Eleventh Doctor Audio Originals,Oli Smith,5.0,2.0,1093
"Memory Rescue: Supercharge Your Brain, Reverse Memory Loss, and Remember What Matters Most",M.D. Daniel G. Amen,4.4,480.0,938
"Pandemic: The Extinction Files, Book 1",A. G. Riddle,4.3,2204.0,1338
"Never Say Die: Alex Rider, Book 11",Anthony Horowitz,4.7,469.0,1063
You Can Farm: The Entrepreneur's Guide to Start & Succeed in a Farming Enterprise,Joel Salatin,4.7,344.0,836
DareDreamers: A Start-up of Superheroes,Kartik Sharma,4.2,531.0,668
Dumb Witness (Dramatised),Agatha Christie,4.6,23.0,342
"The End: Hitler's Germany, 1944-45",Ian Kershaw,4.4,276.0,820
Logic: A Very Short Introduction,Graham Priest,4.3,110.0,501
In the Country of Men,Hisham Matar,4.5,111.0,683
The Cost of Discipleship,Dietrich Bonhoeffer,4.4,86.0,653
Collateral: An Arranged Marriage Mafia Romance,Natasha Knight,4.5,183.0,668
Stop Making Sense: The Art of Inspiring Anybody,Michael J. Fanuele,5.0,28.0,844
Atheists Who Kneel and Pray,Tarryn Fisher,4.7,593.0,668
Forever You,Sandi Lynn,4.3,578.0,657
The Phantom of Manhattan,Frederick Forsyth,3.9,106.0,512
The Third Man and the Fallen Idol,Graham Greene,4.4,74.0,615
Buy Then Build: How Acquisition Entrepreneurs Outsmart the Startup Game,Walker Deibel,4.7,206.0,586
Citadel Of Fear: Booktrack Edition,Gertrude Barrows Bennett (Francis Stevens),1.9,4.0,70
"Salt, Sugar, Fat: How the Food Giants Hooked Us",Michael Moss,4.6,1144.0,820
Can You Keep a Secret?,Sophie Kinsella,4.4,1800.0,911
This Heart of Mine,Susan Elizabeth Phillips,4.5,181.0,12356
Out of the Devil's Cauldron: A Journey from Darkness to Light,John Ramirez,4.8,1144.0,668
"The Five Keys to Mindful Communication: Using Deep Listening and Mindful Speech to Strengthen Relationships, Heal Conflicts, and Accomplish Your Goals",Susan Gillis Chapman,4.6,39.0,668
Dreams of Awakening: Lucid Dreaming and Mindfulness of Dream and Sleep,Charlie Morley,4.7,169.0,750
Sookha Gulab [Dry Rose],Shivani,3.9,3.0,233
The Chirkuts (Hindi Edition),Alok Kumar,4.0,101.0,501
The History of World Literature,Grant L. Voth,-1,,1774
Law of Attraction,Harrold Glenn FBSCH Dip C.H.,-1,,417
The Inside-Out Revolution: The Only Thing You Need to Know to Change Your Life Forever,Michael Neill,4.4,451.0,569
The Periodic Table,Primo Levi,4.6,206.0,1289
A Case of Need: A Novel,Michael Crichton,4.0,716.0,670
Behind the Mask: My Autobiography,Tyson Fury,4.7,2076.0,888
Leading at a Higher Level,Stow Lovejoy,4.7,30.0,836
Beneath the Surface: My Story,Michael Phelps,4.4,140.0,668
The Trouble with Islam Today: A Muslim's Call for Reform in Her Faith,Irshad Manji,4.2,14.0,468
Vietnam War,Maurice Isserman,5.0,1.0,668
Experiments in Truth,Ram Dass,3.0,1.0,1640
Miss Marple's Final Cases: Three new BBC Radio 4 full-cast dramas,Agatha Christie,4.6,170.0,615
Rasiya [The Sensualist],Ruskin Bond,4.5,2.0,233
The First Time He Hit Her: The Murder of Tara Costigan,Heidi Lemon,5.0,2.0,805
"The Hidden Kingdom: Wings of Fire, Book 3",Tui T. Sutherland,4.8,1035.0,575
Last of the Breed,Louis L'Amour,4.7,1284.0,1131
The Autobiography of George Müller,George Müller,4.8,484.0,937
The Eye of the I: From Which Nothing Is Hidden,David R. Hawkins MD PhD,4.4,30.0,562
The Third Man and the Fallen Idol,Graham Greene,4.4,74.0,615
Buy Then Build: How Acquisition Entrepreneurs Outsmart the Startup Game,Walker Deibel,4.7,206.0,586
Citadel Of Fear: Booktrack Edition,Gertrude Barrows Bennett (Francis Stevens),1.9,4.0,70
Les Misérables: Penguin Classics,Christine Donougher,4.7,86.0,1093
The Complete Stories,Clarice Lispector,4.7,85.0,913
The Travels of Marco Polo,Marco Polo,2.7,45.0,680
The People Vs Tech,Jamie Bartlett,4.5,100.0,615
The Human Magnet Syndrome: The Codependent Narcissist Trap,Ross A. Rosenberg,4.0,5.0,668
Haunted,Scott Brick,4.3,474.0,1004
Greater: Dream Bigger. Start Smaller. Ignite God's Vision for Your Life.,Steven Furtick,4.8,403.0,754
New Birth or Rebirth: Jesus Talks with Krishna,Ravi Zacharias,4.3,61.0,368
The Psychedelic Experience: A Manual Based on the Tibetan Book of the Dead,Paul Heitsch,4.6,373.0,468
Failure Is Not an Option: Mission Control from Mercury to Apollo 13 and Beyond,Gene Kranz,4.7,626.0,1289
My Happily Ever After,Sanjay Sharma,4.2,200.0,668
"Blog, Inc.: Blogging for Passion, Profit, and to Create Community",Joy Deangdeelert Cho,4.3,185.0,351
The Demonologist: The Extraordinary Career of Ed and Lorraine Warren - The True Accounts of the Paranormal Investigators Featured in the film 'The Conjuring',Gerald Brittle,4.6,1527.0,820
The 80/20 Principle and 92 Other Powerful Laws of Nature: The Science of Success,Richard Koch,4.2,43.0,703
Raise Your Vibration: 111 Practices to Increase Your Spiritual Connection,Kyle Gray,4.7,634.0,633
How to Master the Art of Selling,Tom Hopkins,4.6,331.0,937
The Complete Stories,Clarice Lispector,4.7,85.0,913
The Travels of Marco Polo,Marco Polo,2.7,45.0,680
Managing with Power: Politics and Influence in Organizations,Jeffrey Pfeffer,4.5,37.0,166
The People Vs Tech,Jamie Bartlett,4.5,100.0,615
The Human Magnet Syndrome: The Codependent Narcissist Trap,Ross A. Rosenberg,4.0,5.0,668
Haunted,Scott Brick,4.3,474.0,1004
Greater: Dream Bigger. Start Smaller. Ignite God's Vision for Your Life.,Steven Furtick,4.8,403.0,754
New Birth or Rebirth: Jesus Talks with Krishna,Ravi Zacharias,4.3,61.0,368
The Psychedelic Experience: A Manual Based on the Tibetan Book of the Dead,Paul Heitsch,4.6,373.0,468
Failure Is Not an Option: Mission Control from Mercury to Apollo 13 and Beyond,Gene Kranz,4.7,626.0,1289
My Happily Ever After,Sanjay Sharma,4.2,200.0,668
"Blog, Inc.: Blogging for Passion, Profit, and to Create Community",Joy Deangdeelert Cho,4.3,185.0,351
The Demonologist: The Extraordinary Career of Ed and Lorraine Warren - The True Accounts of the Paranormal Investigators Featured in the film 'The Conjuring',Gerald Brittle,4.6,1527.0,820
How Full Is Your Bucket? (Live),Tom Rath,4.5,40.0,304
The 80/20 Principle and 92 Other Powerful Laws of Nature: The Science of Success,Richard Koch,4.2,43.0,703
Raise Your Vibration: 111 Practices to Increase Your Spiritual Connection,Kyle Gray,4.7,634.0,633
The Road to Ruin: The Global Elites' Secret Plan for the Next Financial Crisis,James Rickards,4.5,534.0,752
Sideways Stories from Wayside School,Louis Sachar,4.7,650.0,703
The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God,Bill Johnson,4.8,483.0,668
"Horus Rising: The Horus Heresy, Book 1",Dan Abnett,4.7,533.0,1138
Rewriting the Rules of the European Economy: An Agenda for Growth and Shared Prosperity,Joseph E. Stiglitz,4.0,1.0,703
"The Metabolic Approach to Cancer: Integrating Deep Nutrition, the Ketogenic Diet, and Nontoxic Bio-Individualized Therapies",Dr. Nasha Winters ND FABNO LAc DiplOM,4.7,279.0,836
"Escaping Peril: Wings of Fire, Book 8",Tui T. Sutherland,4.9,1170.0,575
"The Upward Spiral: Using Neuroscience to Reverse the Course of Depression, One Small Change at a Time",Alex Korb PhD.,4.7,413.0,670
Maximize Your Potential Through the Power of Your Subconscious Mind: To Develop Self-Confidence and Self-Esteem,Dr. Joseph Murphy,4.3,12.0,938
The 100-Year Life: Living and Working in an Age of Longevity,Lynda Gratton,4.5,224.0,721
Come Sundown,Nora Roberts,4.5,2761.0,1005
Guns and Thighs: The Story of My Life,Ram Gopal Varma,4.2,135.0,501
101 Fairy Tales Book,Dreamland Publications,4.3,386.0,233
Rooftops of Tehran,Mahbod Seraji,4.7,175.0,1055
Holy Cow!: An Indian Adventure,Sarah Macdonald,4.3,220.0,1171
The Love Dare Day by Day: A Year of Devotions for Couples,Stephen Kendrick,4.6,317.0,352
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,4.4,1329.0,820
Reinventing the Organization: How Companies Can Deliver Radically Greater Value in Fast-Changing Markets,Arthur Yeung,4.6,52.0,703
The Enlightened Gardener,Sydney Banks,4.6,91.0,327
"The Power of the Mind to Heal: Renewing Body, Mind, and Spirit",Joan Borysenko,4.4,19.0,1439
"The Pickup Artist Hypnosis Bundle: Get Any Girl You Desire, with Hypnosis",Hypnosis Live,5.0,1.0,1063
The Mysterious Affair at Styles (Dramatised),Agatha Christie,4.3,15.0,410
The Ultimate David Hawkins Library,Dr. David Hawkins,-1,,2008
"The Curse of the Ancient Emerald: Hardy Boys Adventures, Book 9",Franklin W. Dixon,4.7,14.0,305
A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna,4.6,362.0,668
The Hundred Dresses,Eleanor Estes,4.8,727.0,369
My Not So Perfect Life,Sophie Kinsella,4.4,1731.0,888
Zorba the Greek,Nikos Kazantzakis,4.4,241.0,938
"The Prisoner: A John Wells Novel, Book 11",Alex Berenson,4.6,261.0,1131
Celebrating Every Learner: Activities and Strategies for Creating a Multiple Intelligences Classroom,Thomas R. Hoerr,4.6,3.0,668
"The Most Important Thing, Volume 1: Discovering Truth at the Heart of Life",Adyashanti,-1,,1148
"Die Bullet-Journal-Methode: Verstehe deine Vergangenheit, ordne deine Gegenwart, gestalte deine Zukunft",Ryder Carroll,4.4,41.0,635
Come Sundown,Nora Roberts,4.5,2761.0,1005
Guns and Thighs: The Story of My Life,Ram Gopal Varma,4.2,135.0,501
101 Fairy Tales Book,Dreamland Publications,4.3,386.0,233
"Oh Whistle and I'll Come to You, My Lad",M. R. James,3.9,15.0,19
Rooftops of Tehran,Mahbod Seraji,4.7,175.0,1055
Holy Cow!: An Indian Adventure,Sarah Macdonald,4.3,220.0,1171
The Love Dare Day by Day: A Year of Devotions for Couples,Stephen Kendrick,4.6,317.0,352
"The Sacred Search: What If It's Not about Who You Marry, But Why?",Gary Thomas,4.8,977.0,703
It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand,Megan Devine,4.7,1550.0,492
"Enjoy Studying & Learning Subliminal Affirmations: Fun With Education & Study Skills, Solfeggio Tones, Binaural Beats, Self Help Meditation Hypnosis",Subliminal Hypnosis,-1,,375
The New Long Life: A Framework for Flourishing in a Changing World,Andrew J. Scott,4.6,10.0,949
The Woman in White,Wilkie Collins,4.3,2307.0,1138
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,4.4,1329.0,820
Reinventing the Organization: How Companies Can Deliver Radically Greater Value in Fast-Changing Markets,Arthur Yeung,4.6,52.0,703
The Enlightened Gardener,Sydney Banks,4.6,91.0,327
"The Power of the Mind to Heal: Renewing Body, Mind, and Spirit",Joan Borysenko,4.4,19.0,1439
"Night of Dangers: The Adventurers Guild Trilogy, Book 3",Zack Loran Clark,4.9,47.0,727
The Didache,The Twelve Apostles,4.6,236.0,166
"The Book of Beautiful Questions: The Powerful Questions That Will Help You Decide, Create, Connect, and Lead",Warren Berger,4.6,81.0,569
Rumi - A Selection Of His Poems,Jalaluddin Rumi,-1,,133
The Golem's Eye,Jonathan Stroud,4.6,243.0,683
Life After Death: The Burden of Proof,Deepak Chopra MD,4.3,194.0,1005
"Sabotage at Willow Woods: Nancy Drew Diaries, Book 5",Carolyn Keene,4.6,44.0,305
"Procrastination: Why You Do It, What to Do About It Now",Jane B. Burka PhD,4.4,128.0,1005
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,4.4,7874.0,1005
"Legend of the Arch Magus: Publisher's Pack: Legend of the Arch Magus, Book 1-2",Michael Sisa,-1,,1172
A Quiet Courage,Manohar Devadoss,-1,,75
100 Desi Stories to Inspire You,Madhur Zakir Hallegua,4.8,7.0,668
How to Master the Art of Selling Anything Program,Tom Hopkins,-1,,1407
"River God: Ancient Egypt, Book 1",Wilbur Smith,4.5,1138.0,1138
"Reveling in Sin: The Sin Trilogy, Book 3",Meghan March,4.6,246.0,820
The Bottom Billion: Why the Poorest Countries are Failing and What Can Be Done About It,Paul Collier,4.5,253.0,668
"Procrastination: Why You Do It, What to Do About It Now",Jane B. Burka PhD,4.4,128.0,1005
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,4.4,7874.0,1005
"Legend of the Arch Magus: Publisher's Pack: Legend of the Arch Magus, Book 1-2",Michael Sisa,-1,,1172
A Quiet Courage,Manohar Devadoss,-1,,75
100 Desi Stories to Inspire You,Madhur Zakir Hallegua,4.8,7.0,668
How to Master the Art of Selling Anything Program,Tom Hopkins,-1,,1407
"River God: Ancient Egypt, Book 1",Wilbur Smith,4.5,1138.0,1138
"Reveling in Sin: The Sin Trilogy, Book 3",Meghan March,4.6,246.0,820
The Bottom Billion: Why the Poorest Countries are Failing and What Can Be Done About It,Paul Collier,4.5,253.0,668
Will Wilder: The Relic of Perilous Falls,Raymond Arroyo,4.7,430.0,1156
Brideshead Revisited (Dramatised),Evelyn Waugh,4.5,617.0,478
The Unknown Ajax,Georgette Heyer,4.6,440.0,748
"Abiding in Mindfulness, Vol. 3: On Dhamma",Joseph Goldstein,-1,,1407
The Decisive Battles of World History,The Great Courses,-1,,1405
Friendship with God,Edward Asner,4.7,104.0,820
The Raven Boys,Maggie Stiefvater,4.5,1308.0,938
The Advantage: Why Organizational Health Trumps Everything Else in Business,Patrick Lencioni,4.6,900.0,703
The Spirit of Mantra with Deva Premal & Miten: 21 Chant Practices for Daily Life,Deva Premal,5.0,1.0,820
Simple PMP,Phil Martin,3.8,4.0,668
"The Solar War: Siege of Terra: The Horus Heresy, Book 1",John French,4.6,214.0,1138
P.S. I love you,Cecelia Ahern,4.3,42.0,944
Rocket Fuel: The One Essential Combination That Will Get You More of What You Want from Your Business,Gino Wickman,4.7,319.0,501
"EMPEROR: The Blood of Gods, Book 5 (Unabridged)",Conn Iggulden,4.6,780.0,748
Nothing to Lose: Jack Reacher 12,Lee Child,4.3,2844.0,1093
"The Supernatural Power of a Transformed Mind, Expanded Edition: Access to a Life of Miracles",Bill Johnson,4.7,342.0,501
English Grammar Boot Camp,Anne Curzan,-1,,1171
Arranged Marriage: Stories,Chitra Banerjee Divakaruni,4.0,64.0,836
Thus Spake Zarathustra,Friedrich Nietzsche,3.2,11.0,938
I Am Zlatan Ibrahimovic,Zlatan Ibrahimovic,4.6,673.0,752
McMafia: Seriously Organised Crime,Misha Glenny,4.3,118.0,820
Slow Sex: The Art and Craft of the Female Orgasm,Nicole Daedone,4.3,162.0,500
Filthy: Erotic Love Letters,Carrie Ann Ryan,-1,,93
LikeWar: The Weaponization of Social Media,P. W. Singer,4.6,188.0,938
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.7,242.0,888
The Death and Life of Great American Cities: 50th Anniversary Edition,Jane Jacobs,4.6,371.0,1382
The Trial,Franz Kafka,3.7,322.0,836
"Pilgrim's Progress: Updated, Modern English",John Bunyan,-1,,836
Mayhem: A Memoir,Sigrid Rausing,3.5,53.0,615
Rainbow Magic: Sunny the Yellow Fairy,Daisy Meadows,4.4,17.0,351
The Righteous Life: The Very Best of A. P. J. Abdul Kalam,A. P. J. Abdul Kalam,4.8,25.0,668
"The Nature of Personal Reality: Specific, Practical Techniques for Solving Everyday Problems and Enriching the Life You Know (A Seth Book)",Jane Roberts,4.7,466.0,1005
Sri Aurobindo & India's Rebirth,Michel Danino,4.9,12.0,668
Are u ok?: A Guide to Caring for Your Mental Health,Kati Morton,4.7,191.0,469
Trouble in Mind,Jeffery Deaver,4.3,116.0,990
Frostbite: A Vampire Academy Novel,Richelle Mead,4.7,824.0,1256
Shopaholic Ties the Knot,Sophie Kinsella,4.6,397.0,410
Under the Tuscan Sun,Frances Mayes,4.1,515.0,753
The Sisters Grimm,Menna van Praag,4.3,118.0,1093
Always Day One: How the Tech Titans Stay on Top,Alex Kantrowitz,4.4,27.0,888
The Leader's Guide,Eric Ries,-1,,1003
Swoon: Great Seducers and Why Women Love Them,Betsy Prioleau,4.2,30.0,836
LikeWar: The Weaponization of Social Media,P. W. Singer,4.6,188.0,938
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.7,242.0,888
The Trial,Franz Kafka,3.7,322.0,836
"Pilgrim's Progress: Updated, Modern English",John Bunyan,-1,,836
Mayhem: A Memoir,Sigrid Rausing,3.5,53.0,615
Rainbow Magic: Sunny the Yellow Fairy,Daisy Meadows,4.4,17.0,351
The Righteous Life: The Very Best of A. P. J. Abdul Kalam,A. P. J. Abdul Kalam,4.8,25.0,668
"The Nature of Personal Reality: Specific, Practical Techniques for Solving Everyday Problems and Enriching the Life You Know (A Seth Book)",Jane Roberts,4.7,466.0,1005
Sri Aurobindo & India's Rebirth,Michel Danino,4.9,12.0,668
Are u ok?: A Guide to Caring for Your Mental Health,Kati Morton,4.7,191.0,469
Trouble in Mind,Jeffery Deaver,4.3,116.0,990
Frostbite: A Vampire Academy Novel,Richelle Mead,4.7,824.0,1256
Shopaholic Ties the Knot,Sophie Kinsella,4.6,397.0,410
I Am David,Anne Holm,4.7,224.0,467
"The Honourable Schoolboy: The Karla Trilogy, Book 2",John le Carré,4.4,509.0,1195
Postwar: A History of Europe Since 1945,Tony Judt,4.6,330.0,1093
"The 39 Clues, Book 4: Beyond the Grave",Jude Watson,4.5,133.0,468
The Unfettered Mind: Writings from a Zen Master to a Master Swordsman,Takuan Soho,4.8,175.0,233
"The Great Raid: A LitRPG Adventure (Tower of Power Series, Book 4)",Ivan Kal,4.6,31.0,586
A Short History of Medicine,Steve Parker,4.5,14.0,888
Finding Faith,Denise Hunter,4.6,13.0,1172
"Abby in Oz: Whatever After Special Edition, Book 2",Sarah Mlynowski,4.9,202.0,445
Lolita,Vladimir Nabokov,4.2,1409.0,796
The Power of a Positive Attitude: Discovering the Key to Success,Roger Fritz,4.4,58.0,468
God's Debris: A Thought Experiment,Scott Raymond Adams,4.4,345.0,140
Sit Like a Buddha: A Pocket Guide to Meditation,Lodro Rinzler,4.2,51.0,100
Teaching from Rest: A Homeschooler's Guide to Unshakable Peace,Sarah Mackenzie,4.8,667.0,233
Past Perfect,Danielle Steel,4.1,969.0,820
Learn Urdu - Level 1: Introduction to Urdu: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
"Republic, Lost: How Money Corrupts Congress - and a Plan to Stop It",Lawrence Lessig,4.5,141.0,469
Second Sight: An Intuitive Psychiatrist Tells Her Extraordinary Story and Shows You How To Tap Your Own Inner Wisdom,Judith Orloff,4.6,156.0,754
The Great Gamble: The Soviet War in Afghanistan,Gregory Feifer,4.1,42.0,836
Hagakure: The Book of the Samurai,William Scott Wilson (translator),4.3,407.0,668
"Beyond Uncertainty: Heisenberg, Quantum Physics, and the Bomb",David C. Cassidy,4.2,26.0,1338
AWK-WEIRD: A Hot Hockey Romantic Comedy,Avery Flynn,4.5,425.0,1172
The Custodians: Beyond Abduction,Dolores Cannon,4.7,435.0,836
Juliet's School of Possibilities: A Little Story About the Power of Priorities,Laura Vanderkam,4.9,103.0,754
Enlightened Sex,David Deida,3.8,8.0,1640
The Creative Curve,Allen Gannett,4.8,282.0,683
I Am David,Anne Holm,4.7,224.0,467
"The Honourable Schoolboy: The Karla Trilogy, Book 2",John le Carré,4.4,509.0,1195
Postwar: A History of Europe Since 1945,Tony Judt,4.6,330.0,1093
The Unfettered Mind: Writings from a Zen Master to a Master Swordsman,Takuan Soho,4.8,175.0,233
"The Great Raid: A LitRPG Adventure (Tower of Power Series, Book 4)",Ivan Kal,4.6,31.0,586
A Short History of Medicine,Steve Parker,4.5,14.0,888
A Short History of Medicine,Steve Parker,4.5,14.0,888
Finding Faith,Denise Hunter,4.6,13.0,1172
"Abby in Oz: Whatever After Special Edition, Book 2",Sarah Mlynowski,4.9,202.0,445
Lolita,Vladimir Nabokov,4.2,1409.0,796
The Power of a Positive Attitude: Discovering the Key to Success,Roger Fritz,4.4,58.0,468
God's Debris: A Thought Experiment,Scott Raymond Adams,4.4,345.0,140
Sit Like a Buddha: A Pocket Guide to Meditation,Lodro Rinzler,4.2,51.0,100
Teaching from Rest: A Homeschooler's Guide to Unshakable Peace,Sarah Mackenzie,4.8,667.0,233
Past Perfect,Danielle Steel,4.1,969.0,820
Learn Urdu - Level 1: Introduction to Urdu: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
The Lives and Works of the English Romantic Poets,Willard Spiegelman,-1,,1171
Emily of New Moon,L. M. Montgomery,4.6,186.0,773
All Adults Here,Emma Straub,4.1,1354.0,888
It's in His Kiss,Julia Quinn,4.5,332.0,938
Silver Sparrow,Tayari Jones,4.5,124.0,645
Philosophical Foundations for a Christian Worldview: 2nd Edition,J. P. Moreland,4.8,47.0,1055
Learn Urdu - Level 1: Introduction to Urdu: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
The Lives and Works of the English Romantic Poets,Willard Spiegelman,-1,,1171
Emily of New Moon,L. M. Montgomery,4.6,186.0,773
All Adults Here,Emma Straub,4.1,1354.0,888
It's in His Kiss,Julia Quinn,4.5,332.0,938
Silver Sparrow,Tayari Jones,4.5,126.0,645
Philosophical Foundations for a Christian Worldview: 2nd Edition,J. P. Moreland,4.8,47.0,1055
The Actor's Art and Craft: William Esper Teaches the Meisner Technique,William Esper,4.8,165.0,1005
Eagle in the Sky,Wilbur Smith,4.4,545.0,721
Judith,Betty Neels,4.4,48.0,653
"Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything",Steven Levy,4.1,32.0,668
Paradise Lost,John Milton,4.2,908.0,615
"Glory in Death: In Death, Book 2",J. D. Robb,4.7,1171.0,670
The Seven Levels of Intimacy,Matthew Kelly,4.7,289.0,501
The Language of Thorns: Midnight Tales and Dangerous Magic,Leigh Bardugo,4.7,431.0,668
"Aurora Burning: The Aurora Cycle, Book 2",Amie Kaufman,4.8,44.0,873
"Lokpriya Shayar Aur Unki Shayari - Firaq Gorakhpuri [Popular Poets and Their Poetry - Firaq Gorakhpuri]: Lokpriya Shayar Aur Unki Shayari, Book 4 [Popular Poets and Their Poetry, Book 4]",Prakash Pandit,4.6,43.0,501
Speak Intelligently in Business: Business Vocabulary for English as a Second Language (ESL),Liv Montgomery,-1,,586
Cat's Cradle,Kurt Vonnegut,4.5,1190.0,10378
Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,4.7,461.0,844
"Super Good Skills (Almost...): Tom Gates, Book 10",Liz Pichon,4.8,626.0,531
A Time of Dread,John Gwynne,4.6,245.0,323
"The Three Pillars of Zen: Teaching, Practice, and Enlightenment",Roshi Philip Kapleau,4.6,199.0,1055
"George Orwell: A BBC Radio Collection: Including Nineteen Eighty-Four, Animal Farm and Other Dramas and Readings",George Orwell,-1,,1093
"Leading with Emotional Courage: How to Have Hard Conversations, Create Accountability, and Inspire Action on Your Most Important Work",Peter Bregman,4.8,86.0,586
A Time of Blood,John Gwynne,4.7,207.0,323
Depression Is a Liar,Danny L Baker,4.3,486.0,569
Padmavat: An Epic Love Story,Purushottam Agrawal,4.1,28.0,501
The Power of Concentration,Theron Q. Dumont,4.6,32.0,585
When the Dog Dies: Series 4: The BBC Radio 4 sitcom,Ian Davidson,-1,,410
Thank You for Arguing,Jay Heinrichs,4.5,559.0,820
"Learn in Your Car: French, a Complete Language Course",Henry N. Raymond,-1,,1171
"The Three Pillars of Zen: Teaching, Practice, and Enlightenment",Roshi Philip Kapleau,4.6,199.0,1055
"George Orwell: A BBC Radio Collection: Including Nineteen Eighty-Four, Animal Farm and Other Dramas and Readings",George Orwell,-1,,1093
"Leading with Emotional Courage: How to Have Hard Conversations, Create Accountability, and Inspire Action on Your Most Important Work",Peter Bregman,4.8,86.0,586
A Time of Blood,John Gwynne,4.7,207.0,323
Depression Is a Liar,Danny L Baker,4.3,486.0,569
Padmavat: An Epic Love Story,Purushottam Agrawal,4.1,28.0,501
The Power of Concentration,Theron Q. Dumont,4.6,32.0,585
When the Dog Dies: Series 4: The BBC Radio 4 sitcom,Ian Davidson,-1,,410
Thank You for Arguing,Jay Heinrichs,4.5,559.0,820
"Learn in Your Car: French, a Complete Language Course",Henry N. Raymond,-1,,1171
Your Best Year Ever: A 5-Step Plan for Achieving Your Most Important Goals,Michael Hyatt,4.7,389.0,703
I Have a Dream,Rashmi Bansal,4.1,185.0,836
The Simple Heart Cure: The 90-Day Program to Stop and Reverse Heart Disease,Chauncey W. Crandall IV MD,4.5,373.0,1172
Temporary,Hilary Leichter,4.0,35.0,1008
"One Million Followers: How I Built a Massive Social Following in 30 Days: Growth Hacks for Your Business, Your Message, and Your Brand from the World's Greatest Minds",Brendan Kane,4.3,360.0,668
"Gay, Straight, and the Reason Why: The Science of Sexual Orientation",Simon LeVay,4.2,46.0,602
Armada,Ernest Cline,3.9,2795.0,888
Clockwork Prince,Cassandra Clare,4.8,1979.0,824
The Naked Face & The Stars Shine Down: Sidney Sheldon 2-in-1 Edition,Sidney Sheldon,-1,,585
"The Great Game of Business, Expanded and Updated: The Only Sensible Way to Run a Company",Jack Stack,4.6,210.0,668
Winnie-the-Pooh: The Complete BBC collection,A. A. Milne,-1,,615
Broca's Brain: Reflections on the Romance of Science,Carl Sagan,4.5,75.0,1005
Boosting Your Emotional Intelligence,Jason M. Satterfield,-1,,1171
The Tea Girl of Hummingbird Lane,Lisa See,4.6,2168.0,1328
Monsoon: The Indian Ocean and the Future of American Power,Robert D. Kaplan,4.5,157.0,694
Do It Afraid: Embracing Courage in the Face of Fear,Joyce Meyer,4.9,30.0,500
AI Ethics: MIT Press Essential Knowledge Series,Mark Coeckelbergh,4.8,7.0,586
The Dark Charisma of Adolf Hitler,Laurence Rees,4.5,71.0,820
The Art of Value Investing: Essential Strategies for Market-Beating Returns,John Heins,4.0,29.0,703
Windmills of the Gods,Sidney Sheldon,4.5,145.0,397
Brick Lane,Monica Ali,4.1,220.0,827
Business @ the Speed of Thought: Using a Digital Nervous System,Bill Gates,4.4,93.0,500
My Man Jeeves,P. G. Wodehouse,4.3,112.0,187
Death in the Clouds (Dramatised),Agatha Christie,4.5,262.0,342
Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back,Izabella Wentz,4.6,1469.0,12356
"Demon Hunting 101: Immortal Ninja Academy, Book 1",Marco Frazetta,4.4,11.0,1172
The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security,Allison Cerra,4.8,9.0,703
The Land of Roar,Jenny McLachlan,4.8,178.0,569
Everything Under,Daisy Johnson,3.9,114.0,569
61 Hours: Jack Reacher 14,Lee Child,4.5,3446.0,1093
Kettlebell - Simple & Sinister,Pavel Tsatsouline,4.5,228.0,233
The Dating Playbook For Men: A Proven 7 Step System To Go From Single To The Woman Of Your Dreams,Andrew Ferebee,4.3,290.0,501
What If It Does Work Out?: How a Side Hustle Can Change Your Life,Susie Moore,4.7,83.0,398
Speaking: The Modi Way,Virender Kapoor,3.8,12.0,668
"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again",David J,4.2,148.0,469
What Makes You Not a Buddhist,Dzongsar Jamyang Khyentse,4.5,225.0,100
